Entity1,Relation,Entity2
GH),cortisol,"glucagon, and epinephrine
109. Glucagon, is a hormone that, stimulates gluconeogenesis
110. Gluconeogenesis, is a metabolic pathway that, produces glucose
111. Glucose, is a critical component of, normal regulation of serum glucose concentrations
112. Serum glucose concentrations, are regulated by, insulin and counterregulatory hormones
113. Insulin, is a hormone that, suppresses gluconeogenesis and promotes glycogen synthesis
114. Glycogen, is a storage form of, glucose
115. Glycogen synthase deficiency, is a genetic disorder, characterized by, impaired glycogen synthesis
116. Liver phosphorylase deficiency, is a genetic disorder, characterized by, impaired glycogen breakdown
117. Amylo-1,6-glucosidase deficiency, is a genetic disorder, characterized by, impaired glycogen breakdown
118. Glucose-6-phosphatase deficiency, is a genetic disorder, characterized by, impaired glucose production
119. Phosphoenolpyruvate carboxykinase deficiency, is a genetic disorder, characterized by, impaired gluconeogenesis
120. Fructose-1,6-diphosphatase deficiency, is a genetic disorder, characterized by, impaired gluconeogenesis
121. Carnitine deficiency, is a genetic disorder, characterized by, impaired fatty acid metabolism
122. Carnitine palmitoyltransferase deficiency, is a genetic disorder, characterized by, impaired fatty acid metabolism
123. Long-, medium-, or short-chain fatty acid acyl-CoA dehydrogenase deficiency, is a genetic disorder, characterized by, impaired fatty acid metabolism
124. Infant, has, hypoglycemia, due to, genetic disorders affecting glucose-regulated insulin release
125. Genetic disorders affecting glucose-regulated insulin release, include, persistent hyperinsulinemic hypoglycemia of the newborn, nesidioblastosis, and glycogen synthase deficiency
126. Persistent hyperinsulinemic hypoglycemia of the newborn, is a genetic disorder, characterized by, hyperplasia of pancreatic islet cells
127. Nesidioblastosis, is a genetic disorder, characterized by, hyperplasia of pancreatic islet cells
128. Glycogen synthase deficiency, is a genetic disorder, characterized by, impaired glycogen synthesis
129. Infant, has, metabolic disease, characterized by, disturbances of glucose, amino acid, and organic acid metabolism
130. Metabolic disease, can be caused by, genetic disorders affecting metabolic pathways
131. Genetic disorders affecting metabolic pathways, include, glucose-6-phosphatase deficiency, liver phosphorylase deficiency, and carnitine deficiency
132. Glucose-6-phosphatase deficiency, is a genetic disorder, characterized by, impaired glucose production
133. Liver phosphorylase deficiency, is a genetic disorder, characterized by, impaired glycogen breakdown
134. Carnitine deficiency, is a genetic disorder, characterized by, impaired fatty acid metabolism
135. Infant, has, hypoglycemia, due to, metabolic disease
136. Metabolic disease, can be caused by, disturbances of hormonal signals and metabolic pathways
137. Hormonal signals, include, growth hormone (GH"
"24-33 weeks gestation)
14. Boghossian NS",Hansen NI,"Bell EF, Relation: Author, Entity: Outcomes of extremely preterm infants born to insulin-dependent diabetic mothers
15. Bradley RJ, Nicolaides KH, Brudenell JM, Relation: Author, Entity: Are all infants of diabetic mothers ""macrosomic""?
16. Bryant SN, Herrera CL, Nelson DB, Relation: Author, Entity: Diabetic ketoacidosis complicating pregnancy
17. Buhling K, Doll, Siebert G, Relation: Author, Entity: Relationship between sonographically estimated fetal subcutaneous adipose tissue measurements and neonatal skinfold measurements
18. Caritis SN, Hebert MF, Relation: Author, Entity: A pharmacologic approach to the use of glyburide in pregnancy
19. Casey BM, Duryea EL, Abbassi-Ghanavati M, Relation: Author, Entity: Glyburide in women with mild gestational diabetes: a randomized controlled trial
20. American College of Obstetricians and Gynecologists, Relation: Author, Entity: Management of breech presentation
21. Hofmeyr, Relation: Author, Entity: External cephalic version
22. de Hundt, Relation: Author, Entity: Success rate of external cephalic version
23. Bogner, Relation: Author, Entity: Timing of external cephalic version
24. Pinard A, Relation: Author, Entity: Version by external maneuvers
25. Raju TN, Mercer BM, Burchfield OJ, Relation: Author, Entity: Periviable birth
26. Reddy UM, Zhang J, Sun L, Relation: Author, Entity: Neonatal mortality by attempted route of delivery in early preterm birth
27. Rietberg CC, Elferink-Stinkens PM, Visser GH, Relation: Author, Entity: The efect of the Term Breech Trial on medical intervention behaviour and neonatal outcome in the Netherlands
28. Rodgers R, Beik N, Nassar N, Relation: Author, Entity: Complications of external cephalic version
29. Rojansky N, Tanos V, Lewin A, Relation: Author, Entity: Sonographic evaluation of fetal head extension and maternal pelvis in cases of breech presentation
30. Roman H, Carayol M, Watier L, Relation: Author, Entity: Planned vaginal delivery of fetuses in breech presentation at term
31. Rosman AN, Guijt A, Vlemmix F, Relation: Author, Entity: Contraindications for external cephalic version in breech position at term
32. Royal College of Obstetricians and Gynaecologists, Relation: Author, Entity: Management of breech presentation
33. Sananes N, Roth GE, issi GA, Relation: Author, Entity: Acupuncture version of breech presentation
34. Sandberg EC, Relation: Author, Entity: Zavanelli maneuver
35. American College of Obstetricians and Gynecologists, Relation: Author, Entity: External cephalic version
36. American College of Obstetricians and Gynecologists, Relation: Author, Entity: Periviable birth
37. American Academy of Pediatrics, Relation: Author, Entity: Periviable birth
38. Society for Maternal-Fetal Medicine, Relation: Author, Entity: Periviable birth
39. Eunice Kennedy Shriver National Institute of Child Health and Human Development, Relation: Author, Entity: Periviable birth
40. Diabetes Care, Relation: Publisher, Entity: Standards of medical care in diabetes-2013
41. Diabetes Care, Relation: Publisher, Entity: Standards of medical care in diabetes-2017
42. Am J Obstet Gynecol, Relation: Publisher, Entity: Influence of pregnancy on long-term progression of retinopathy in patients with type 1 diabetes
43. Am J Obstet Gynecol, Relation: Publisher, Entity: The clinical management of hyperglycemia in pregnancy complicated by maturity-onset diabetes of the young
44. BMJ, Relation: Publisher, Entity: Glibenclamide, metformin, and insulin for the treatment of gestational diabetes: a systematic review and meta-analysis
45. Diabetes Care, Relation: Publisher, Entity: Nutrition recommendations and interventions for diabetes
46. Obstet Gynecol, Relation: Publisher, Entity: Diabetic papillopathy in pregnancy
47. BMJ, Relation: Publisher, Entity: Clinical risk factors for pre-eclampsia determined in early pregnancy: systematic review and meta-analysis of large cohort studies
48. Obstet Gynecol, Relation: Publisher, Entity: Assessing White's classification of pregestational diabetes in a contemporary diabetic population
49. Pediatrics, Relation: Publisher, Entity: Impact of maternal diabetes mellitus on mortality and morbidity of preterm infants (24-33 weeks gestation"
"6):944
3. Kok M",Author,Obstet Gynecol 112(2 Pt 1
"1):76
5. Kok M",Author,Am J Perinatol 28(2
"2):169
7. Kuppens SM",Author,J Obstet Gynaecol Can 35(10
"4):221
9. Lennox CE",Author,Int J Gynaecol Obstet 62(2
"9713):490
11. Lydon-Rochelle M",Author,"Birth 20:132
12. Lyons J, Author, Obstet GynecoIr125(5"
"4):833
14. Macharey G",Author,Arch Gynecol Obstet 293(3
"3):276
16. Marzouk P",Author,"Eur J Obstet Gynecol Reprod BioI 
17. Arnaud E, Author, Eur J Obstet Gynecol Reprod BioI 
18. Oury JF, Author, Eur J Obstet Gynecol Reprod BioI 
19. Velzel J, Author, BMJ 26:356
20. Velzel J, Author, Eur J Obstet Gynecol Reprod BioI 195:160
21. Vendittelli F, Author, Eur J Obstet Gynecol Reprod BioI 125(2"
"6):435
24. Vistad I",Author,Acta Obstet Gynecol Scand 94(9
"3):323
26. Weiniger CF",Author,Br J Anaesth 104(5
"2):193
28. Westgren M",Author,BJOG 88(2
"3):864
30. Wilcox CB",Author,BJOG 118(4
"3):864
32. Yeomans ER",Editor,Am J Obstet GynecoIr191(3
"2 Pt 1):271
49. van Lith JM",Author,Obstet Gynecol 112(2 Pt 1
"1):76
51. Gravendeel L",Author,Ultrasound Obstet Gynecol 33(1
"2): 103
53. van der Post JA",Author,Am J Perinatol 28(2
"2):169
55. Gagnon R",Author,Int J Gynaecol Obstet 107(2
"10):883
57. Hurron EK",Author,J Obstet Gynaecol Can 35(10
"10):883
59. Lamrani YA",Author,J Med Ultrason 38(4
"4):221
61. Kamaoui I",Author,J Med Ultrason 38(4
"2): 
63. Kwast BE",Author,Int J Gynaecol Obstet 62(2
"2): 
65. Lumbiganon P",Author,Lancet 375(9713
"9713):490
67. Gulmezoglu M",Author,Lancet 375(9713
"5):1153
72. Pressey T",Author,Obstet GynecoIr125(5
"5):1153
74. Macharey G",Author,Arch Gynecol Obstet 295(4
"4):833
76. Rahkonen L",Author,Arch Gynecol Obstet 295(4
"3):276
78. Saccone G",Author,Am J Obstet Gynecol 215(3
"3):276
80. Marzouk P",Author,"Eur J Obstet Gynecol Reprod BioI 
81. Arnaud E, Author, Eur J Obstet Gynecol Reprod BioI 
82. Oury JF, Author, Eur J Obstet Gynecol Reprod BioI 
83. Vezina Y, Author, Am J Obstet Gynecol 190:763
84. Bujold E, Author, Am J Obstet Gynecol 190:763
85. Varin J, Author, Am J Obstet Gynecol 190:763
86. Vialle R, Author, J Matern Fetal Neonatal Med 20(6"
"6):435
88. Ilharreborde B",Author,J Matern Fetal Neonatal Med 20(6
"9):997
90. Klungs0yr K",Author,Acta Obstet Gynecol Scand 94(9
"9):997
92. Weill Y",Author,Aust N Z J Obstet Gynaecol 57(3
"5):613
94. Elchalal U",Author,Br J Anaesth 104(5
"2):193
96. Le Roch A",Author,Int J Gynaecol Obstet 120(2
"2):193
98. Westgren M",Author,BJOG 88(2
"2):101
100. Ingemarsson I",Author,BJOG 88(2
"3):864
102. Hannah ME",Author,Am J Obstet GynecoIr191(3
"3):864
104. Wilcox CB",Author,BJOG 118(4
"4):423
106. RobertS CL",Author,BJOG 118(4
"2 Pt 1):271
123. van Lith JM",Author,Obstet Gynecol 112(2 Pt 1
"1):76
125. Gravendeel L",Author,Ultrasound Obstet Gynecol 33(1
"2): 103
127. van der Post JA",Author,Am J Perinatol 28(2
"2):169
129. Gagnon R",Author,Int J Gynaecol Obstet 107(2
"10):883
131. Hurron EK",Author,J Obstet Gynaecol Can 35(10
"10):883
133. Lamrani YA",Author,J Med Ultrason 38(4
"4):221
135. Kamaoui I",Author,J Med Ultrason 38(4
"2): 
137. Kwast BE",Author,Int J Gynaecol Obstet 62(2
"2): 
139. Lumbiganon P",Author,Lancet 375(9713
"9713):490
141. Gulmezoglu M",Author,Lancet 375(9713
"5):1153
146. Pressey T",Author,Obstet GynecoIr125(5
"5):1153
148. Macharey G",Author,Arch Gynecol Obstet 295(4
"4):833
150. Rahkonen L",Author,Arch Gynecol Obstet 295(4
"3):276
152. Saccone G",Author,Am J Obstet Gynecol 215(3
"3):276
154. Marzouk P",Author,"Eur J Obstet Gynecol Reprod BioI 
155. Arnaud E, Author, Eur J Obstet Gynecol Reprod BioI 
156. Oury JF, Author, Eur J Obstet Gynecol Reprod BioI 
157. Vezina Y, Author, Am J Obstet Gynecol 190:763
158. Bujold E, Author, Am J Obstet Gynecol 190:763
159. Varin J, Author, Am J Obstet Gynecol 190:763
160. Vialle R, Author, J Matern Fetal Neonatal Med 20(6"
"6):435
162. Ilharreborde B",Author,J Matern Fetal Neonatal Med 20(6
"9):997
164. Klungs0yr K",Author,Acta Obstet Gynecol Scand 94(9
"9):997
166. Weill Y",Author,Aust N Z J Obstet Gynaecol 57(3
"5):613
168. Elchalal U",Author,Br J Anaesth 104(5
"2):193
170. Le Roch A",Author,Int J Gynaecol Obstet 120(2
"2):193
172. Westgren M",Author,BJOG 88(2
"2):101
174. Ingemarsson I",Author,BJOG 88(2
"3):864
176. Hannah ME",Author,Am J Obstet GynecoIr191(3
"3):864
178. Wilcox CB",Author,BJOG 118(4
"4):423
180. RobertS CL",Author,BJOG 118(4
"2 Pt 1):271
197. van Lith JM",Author,Obstet Gynecol 112(2 Pt 1
"1):76
199. Gravendeel L",Author,Ultrasound Obstet Gynecol 33(1
"CMV) infection
16. Chapter",related to,"radiation enterocolitis
17. colonoscopy, used for, diagnosing, inflammatory bowel disease
18. colonoscopy, used for, diagnosing, ischemia
19. colonoscopy, used for, biopsies
20. colonoscopy, used for, ruling out, structural disease
21. colonoscopy, used for, ruling out, occult inflammatory disease
22. collagen-vascular disease, associated with, eosinophilia
23. collagen-vascular disease, associated with, neoplasia
24. colon, affected by, ischemic enteritis
25. colon, affected by, chronic ulcerative colitis
26. colon, affected by, Crohn's colitis
27. colon, affected by, infection
28. colon, affected by, malabsorption
29. colon, affected by, short gut syndrome
30. colon, affected by, carcinoid syndrome
31. colon, affected by, islet cell tumors
32. colon, affected by, VIPoma
33. colon, affected by, somatostatinoma
34. colon, affected by, gastrinoma
35. colon, affected by, collagenous colitis
36. colonoscopy, used for, differentiating, causes of diarrhea
37. colonoscopy, used for, biopsies
38. C-reactive protein, suggests, inflammation
39. caffeine, avoided, in irritable bowel syndrome
40. caffeine, avoided, in dietary restrictions
41. caffeine, avoided, in treatment of irritable bowel syndrome
42. calcium, related to, lactose intolerance
43. calcium, related to, magnesium ingestion
44. cardiac disease, associated with, heart failure
45. careers, associated with, psychiatric illness
46. Chapter, related to, ischemia
47. Chapter, related to, Cytomegalovirus (CMV"
ECG),Used to diagnose,"Myocardial infarction
12. Electrocardiogram (ECG"
ECG),Used to diagnose,"Myocardial infarction
81. Electrocardiogram (ECG"
ECG),Used to diagnose,"Myocardial infarction
150. Electrocardiogram (ECG"
ECG),Used to diagnose,"Myocardial infarction
219. Electrocardiogram (ECG"
proteinuria,is caused by,exercise
proteinuria,is caused by,fever
proteinuria,is caused by,obesity
proteinuria,is caused by,sleep apnea
proteinuria,is caused by,emotional stress
proteinuria,is caused by,congestive heart failure
proteinuria,is characterized by,albuminuria
albuminuria,is a type of,proteinuria
albuminuria,is characterized by,albumin
albuminuria,is characterized by,other serum proteins
minimal change disease,is characterized by,selective proteinuria
minimal change disease,is characterized by,albumin
poststreptococcal glomerulonephritis,is a cause of,proteinuria
poststreptococcal glomerulonephritis,is a cause of,pyuria
pyuria,is characterized by,leukocytes
pyuria,is a symptom of,urinary tract infection
urinary tract infection,is characterized by,bacteria
urinary tract infection,is characterized by,bacteria in urine
albumin,is a component of,urine
albumin,is a component of,blood
albumin,is a component of,plasma proteins
albumin,is lost in,urine
albumin,is lost in,nephrotic syndrome
nephrotic syndrome,is characterized by,hypoalbuminemia
nephrotic syndrome,is characterized by,hyperlipidemia
nephrotic syndrome,is characterized by,edema
nephrotic syndrome,is caused by,renal disease
renal disease,is a cause of,proteinuria
renal disease,is a cause of,nephrotic syndrome
renal disease,is characterized by,proteinuria
renal disease,is characterized by,albuminuria
kidney disease,is a cause of,proteinuria
kidney disease,is a cause of,nephrotic syndrome
kidney disease,is characterized by,proteinuria
kidney disease,is characterized by,albuminuria
diabetes,is a cause of,proteinuria
diabetes,is a cause of,nephrotic syndrome
amyloidosis,is a cause of,proteinuria
amyloidosis,is a cause of,nephrotic syndrome
minimal change disease,is a cause of,proteinuria
minimal change disease,is a cause of,nephrotic syndrome
FSGS,is a cause of,proteinuria
FSGS,is a cause of,nephrotic syndrome
membranous glomerulopathy,is a cause of,proteinuria
membranous glomerulopathy,is a cause of,nephrotic syndrome
IgA nephropathy,is a cause of,proteinuria
IgA nephropathy,is a cause of,nephrotic syndrome
albumin,is lost in,glomerulus
albumin,is lost in,proximal tubule
proteinuria,is diagnosed by,urinalysis
proteinuria,is diagnosed by,urine dipstick
urine dipstick,is used to diagnose,proteinuria
urine dipstick,is used to diagnose,albuminuria
urine dipstick,is used to diagnose,pyuria
urine dipstick,is used to diagnose,leukocytes
urine dipstick,is used to diagnose,bacteria
urine dipstick,is used to diagnose,RBCs
urine dipstick,is used to diagnose,RBC casts
urine dipstick,is used to diagnose,proteinuria
24-h urinary excretion,is used to diagnose,proteinuria
24-h urinary excretion,is used to diagnose,albuminuria
24-h urinary excretion,is used to diagnose,pyuria
24-h urinary excretion,is used to diagnose,leukocytes
24-h urinary excretion,is used to diagnose,bacteria
24-h urinary excretion,is used to diagnose,RBCs
24-h urinary excretion,is used to diagnose,RBC casts
protein/creatinine ratio,is used to diagnose,proteinuria
protein/creatinine ratio,is used to diagnose,albuminuria
protein/creatinine ratio,is used to diagnose,pyuria
protein/creatinine ratio,is used to diagnose,leukocytes
protein/creatinine ratio,is used to diagnose,bacteria
protein/creatinine ratio,is used to diagnose,RBCs
protein/creatinine ratio,is used to diagnose,RBC casts
proteinuria,is treated with,ACE inhibitors
ACE inhibitors,are used to treat,hypertension
ACE inhibitors,are used to treat,proteinuria
ACE inhibitors,are used to treat,nephrotic syndrome
diuretics,are used to treat,hypertension
diuretics,are used to treat,proteinuria
beta-blockers,are used to treat,hypertension
beta-blockers,are used to treat,proteinuria
macroalbuminuria,is a type of,proteinuria
macroalbuminuria,is characterized by,albumin
macroalbuminuria,is characterized by,other serum proteins
microalbuminuria,is a type of,proteinuria
microalbuminuria,is characterized by,albumin
microalbuminuria,is characterized by,other serum proteins
nephrotic range,is a type of,proteinuria
nephrotic range,is characterized by,albumin
nephrotic range,is characterized by,other serum proteins
hypoproteinemia,is a symptom of,nephrotic syndrome
hypoproteinemia,is a symptom of,proteinuria
hyperlipidemia,is a symptom of,nephrotic syndrome
hyperlipidemia,is a symptom of,proteinuria
edema,is a symptom of,nephrotic syndrome
edema,is a symptom of,proteinuria
plasma cell dyscrasias,are a cause of,proteinuria
plasma cell dyscrasias,are a cause of,nephrotic syndrome
multiple myeloma,is a cause of,proteinuria
multiple myeloma,is a cause of,nephrotic syndrome
light chains,are lost in,urine
light chains,are lost in,nephrotic syndrome
light chains,are lost in,glomerulus
light chains,are lost in,proximal tubule
kidney disease,is a cause of,light chain loss
kidney disease,is a cause of,nephrotic syndrome
kidney disease,is characterized by,light chain loss
kidney disease,is characterized by,nephrotic syndrome
renal failure,is a complication of,plasma cell dyscrasias
renal failure,is a complication of,multiple myeloma
renal failure,is a complication of,light chain loss
renal failure,is a complication of,nephrotic syndrome
urinary casts,are formed by,uromodulin
urinary casts,are formed by,Tamm-Horsfall protein
urinary casts,are found in,urine
urinary casts,are found in,nephrotic syndrome
urinary casts,are found in,kidney disease
urinary casts,are found in,glomerulonephritis
urinary casts,are found in,pyuria
urinary casts,are found in,leukocytes
urinary casts,are found in,bacteria
urinary casts,are found in,RBCs
urinary casts,are found in,RBC casts
uromodulin,is a component of,urinary casts
Tamm-Horsfall protein,is a component of,urinary casts
urine dipstick,is used to diagnose,urinary casts
24-h urinary excretion,is used to diagnose,urinary casts
protein/creatinine ratio,is used to diagnose,urinary casts
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
proteinuria,is associated with,nephrotic syndrome
proteinuria,is associated with,hypertension
proteinuria,is associated with,diabetes
proteinuria,is associated with,amyloidosis
proteinuria,is associated with,minimal change disease
proteinuria,is associated with,FSGS
proteinuria,is associated with,membranous glomerulopathy
proteinuria,is associated with,IgA nephropathy
proteinuria,is associated with,kidney disease
proteinuria,is associated with,renal disease
otosclerosis),Causes,"Conductive hearing loss
8. Meningitis, Causes, Sensorineural hearing loss
9. Chronic otitis media, Causes, Sensorineural hearing loss
10. Fractures of the temporal bone, Causes, Sensorineural hearing loss
11. Acoustic trauma, Causes, Sensorineural hearing loss
12. Prolonged exposure to excessive noise, Causes, Sensorineural hearing loss
13. Administration of certain classes of antibiotics and diuretics, Causes, Sensorineural hearing loss
14. Aging, Causes, Sensorineural hearing loss
15. Damage to the recurrent laryngeal nerve, Causes, Hoarse voice
16. Thyroidectomy, Causes, Hoarse voice
17. Institution of thyroxine treatment, Causes, Hoarse voice
18. Skull radiograph, Used for, Diagnosis of fractures
19. CT scan, Used for, Diagnosis of fractures
20. Gestational age, Associated with, Fontanelles
21. Hypothyroidism, Associated with, Fontanelles
22. Rickets, Associated with, Fontanelles
23. Hydrocephalus, Associated with, Fontanelles
24. Epicanthal folds, Associated with, Dysmorphic features
25. Hypertelorism, Associated with, Dysmorphic features
26. Preauricular tags or sinuses, Associated with, Dysmorphic features
27. Low-set ears, Associated with, Dysmorphic features
28. Long philtrum, Associated with, Dysmorphic features
29. Cleft lip or palate, Associated with, Dysmorphic features
30. Facial asymmetry, Associated with, Seventh nerve palsy
31. Torticollis, Associated with, Head tilt
32. Coloboma, Associated with, Malformations or intrauterine infections
33. Megalocornea, Associated with, Malformations or intrauterine infections
34. Microphthalmia, Associated with, Malformations or intrauterine infections
35. Congenital glaucoma, Associated with, Cloudy cornea
36. Uveal tract dysgenesis, Associated with, Cloudy cornea
37. Storage diseases, Associated with, Cloudy cornea
38. Conjunctival and retinal hemorrhages, Associated with, Intrauterine infections
39. SCT (spinal cord tumor"
TZDs),Enhance,"Insulin action
6. Thiazolidinediones (TZDs"
TZDs),Reduce,"Inflammation
8. Thiazolidinediones (TZDs"
DDT),Suggested to have a possible link to,"Miscarriage
6. Occupational exposures, Linked to, Miscarriage
7. Nurses Health Study II, Studied, Miscarriage
8. X-rays, Linked to, Miscarriage
9. Antineoplastic drugs, Linked to, Miscarriage
10. Nitrous oxide, Linked to, Miscarriage
11. Paternal age, Significantly associated with, Miscarriage
12. Jerusalem Perinatal Study, Studied, Miscarriage
13. Chromosomal abnormalities, Likely play a role in, Miscarriage
14. Spermatozoa, Chromosomal abnormalities in, Likely play a role in, Miscarriage
15. Aneuploidy, Prevalent in, Miscarriage
16. Aneuploid losses, Particularly prevalent in, Women with recurrent pregnancy loss over 35
17. Leukocyte esterase, Present in, Urine
18. Urinary tract infections, Associated with, Leukocyte esterase
19. Trimethoprim, Used to treat, Urinary tract infections
20. Sulfamethoxazole, Used to treat, Urinary tract infections
21. Trimethoprim-sulfamethoxazole (TMP-SMZ"
"up to 30% or more resistant)
31. Pneumococci",Not treated with,Trimethoprim-sulfamethoxazole (up to 30% or more resistant
