Entity1,Relation,Entity2
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
fermentation,involves,yeast
health effects,are a concern for,brewmaster
brewmaster,is a key figure in,restaurant
brewmaster,is responsible for,revenue
revenue,is a goal of,business
business,is affected by,market
online presence,is a factor in,business
business,is a part of,market
market,is a factor in,revenue
revenue,is a goal of,brewmaster
brewmaster,is a key figure in,restaurant
people,have,opinions
opinions,are influenced by,ambiance
illumination,is a feature of,ambiance
brewmaster,is responsible for,fermentation
Severus Snape,has,demeanor
Severus Snape,has,glare
Severus Snape,reacts to,Harry Potter
J.K. Rowling,created,Severus Snape
Harry Potter,has,emotions
writer,expresses,feeling
writer,creates,post
writer,shares,emotions
child,is,human being
child,has,development
narrator,has,ideology
narrator,expresses,ideology
narrator,tells,story
speaker,makes,statement
speaker,is,fact
speaker,has,characteristic
United States,is,state
United States,has,culture
type,is,classification
type,of,food
boss,reschedules,meeting
boss,has,priorities
boss,makes,decision
Mark Salter,is,politician
Mark Salter,is,strategist
truck,is,vehicle
truck,carries,load
Vanessa,is,character
Vanessa,experiences,supernatural
Vanessa,undergoes,transformation
