Entity1,Relation,Entity2
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,served,Murray Community Education Program
Lynn F. Pett,served,University of Utah Recreation and Parks Advisory Board
Lynn F. Pett,served,Murray Boys and Girls Club Advisory Board
Lynn F. Pett,served,Murray United Way Board
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,served,Mayor of Murray from 1977 to 1986
LaRell David Muir,constructed,city hall
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,opposed,annexing Taylorsville
LaRell David Muir,defeated,Lavar McMillan
Murray,declared,"city, July 3, 1902"
Murray,instituted,mayor-council form of government
Murray,switched,non-partisan position
Murray,amended,term of mayor to four years
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,served,mayor from 1904 to 1905
Joseph H. Stratton,defeated,Chillion L. Miller
Joseph H. Stratton,granted,franchise to Progress Company
Progress Company,granted,franchise by Joseph H. Stratton
Murray,set up,water system
Murray,acquired or constructed,public buildings
Murray,discontinued,poll tax
Murray,named,"Murray Street, Vine Street, and Atwood Street"
Chillion L. Miller,defeated,Joseph H. Stratton
Brian Johnson,recalled,Mojo in 2009
Back in Black,peaked,Billboard Top Tracks chart
Back in Black,received,Gold
Back in Black,reached,2× Platinum status
Murray,had,mayor-council form of government
Murray,had,non-partisan position
Murray,had,four-year term for mayor
Murray,had,public buildings
Murray,had,water system
Murray,had,"Murray Street, Vine Street, and Atwood Street"
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Bon Scott,deceased,"tribute to, Back in Black"
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,recalled,Mojo in 2009
Brian Johnson,wrote,Back in Black
Back in Black,peaked,Billboard Hot 100 chart
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,served,Murray Community Education Program
Lynn F. Pett,served,University of Utah Recreation and Parks Advisory Board
Lynn F. Pett,served,Murray Boys and Girls Club Advisory Board
Lynn F. Pett,served,Murray United Way Board
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,served,Mayor of Murray from 1977 to 1986
LaRell David Muir,constructed,city hall
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,opposed,annexing Taylorsville
LaRell David Muir,defeated,Lavar McMillan
Murray,declared,"city, July 3, 1902"
Murray,instituted,mayor-council form of government
Murray,switched,non-partisan position
Murray,amended,term of mayor to four years
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,served,mayor from 1904 to 1905
Joseph H. Stratton,defeated,Chillion L. Miller
Joseph H. Stratton,granted,franchise to Progress Company
Progress Company,granted,franchise by Joseph H. Stratton
Murray,set up,water system
Murray,acquired or constructed,public buildings
Murray,discontinued,poll tax
Murray,named,"Murray Street, Vine Street, and Atwood Street"
Chillion L. Miller,defeated,Joseph H. Stratton
Brian Johnson,recalled,Mojo in 2009
Back in Black,peaked,Billboard Top Tracks chart
Back in Black,received,Gold
Back in Black,reached,2× Platinum status
Murray,had,mayor-council form of government
Murray,had,non-partisan position
Murray,had,four-year term for mayor
Murray,had,public buildings
Murray,had,water system
Murray,had,"Murray Street, Vine Street, and Atwood Street"
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Bon Scott,deceased,"tribute to, Back in Black"
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
Brian Johnson,recalled,Mojo in 2009
Brian Johnson,wrote,Back in Black
Back in Black,peaked,Billboard Hot 100 chart
Back in Black,received,Master Ringtone Sales Award
Master Ringtone Sales Award,awarded,Back in Black
Back in Black,reached,Platinum
Back in Black,released,iTunes
Lynn F. Pett,served,Murray Community Education Program
Lynn F. Pett,served,University of Utah Recreation and Parks Advisory Board
Lynn F. Pett,served,Murray Boys and Girls Club Advisory Board
Lynn F. Pett,served,Murray United Way Board
Lynn F. Pett,born,Eureka
Lynn F. Pett,graduated,University of Utah
Lynn F. Pett,studied,Biology
LaRell David Muir,mayor,Murray
LaRell David Muir,served,Mayor of Murray from 1977 to 1986
LaRell David Muir,constructed,city hall
LaRell David Muir,renovated,Arlington Elementary School
LaRell David Muir,opposed,annexing Taylorsville
LaRell David Muir,defeated,Lavar McMillan
Murray,declared,"city, July 3, 1902"
Murray,instituted,mayor-council form of government
Murray,switched,non-partisan position
Murray,amended,term of mayor to four years
Joseph H. Stratton,mayor,Murray
Joseph H. Stratton,served,mayor from 1904 to 1905
Joseph H. Stratton,defeated,Chillion L. Miller
Joseph H. Stratton,granted,franchise to Progress Company
Progress Company,granted,franchise by Joseph H. Stratton
Murray,set up,water system
Murray,acquired or constructed,public buildings
Murray,discontinued,poll tax
Murray,named,"Murray Street, Vine Street, and Atwood Street"
Chillion L. Miller,defeated,Joseph H. Stratton
Brian Johnson,recalled,Mojo in 2009
Back in Black,peaked,Billboard Top Tracks chart
Back in Black,received,Gold
Back in Black,reached,2× Platinum status
Murray,had,mayor-council form of government
Murray,had,non-partisan position
Murray,had,four-year term for mayor
Murray,had,public buildings
Murray,had,water system
Murray,had,"Murray Street, Vine Street, and Atwood Street"
Hollywood Undead,featured,Levitate
Levitate,released,iTunes
AC/DC,album,Back in Black
AC/DC,song,Back in Black
AC/DC,tribute to,Bon Scott
Bon Scott,deceased,"tribute to, Back in Black"
Brian Johnson,wrote,Back in Black
Mojo,published,Brian Johnson
12th Street Riot,is based on,Algiers Motel incident
12th Street Riot,occurred in,Detroit
John Boyega,starred in,12th Street Riot
Will Poulter,starred in,12th Street Riot
Algee Smith,starred in,12th Street Riot
Jason Mitchell,starred in,12th Street Riot
John Krasinski,starred in,12th Street Riot
Anthony Mackie,starred in,12th Street Riot
Tessa Lynne Thompson,played Jackie Cook,Veronica Mars
Tessa Lynne Thompson,played Sara Freeman,Copper
Tessa Lynne Thompson,played Nyla Adrose,For Colored Girls
Tessa Lynne Thompson,played Diane Nash,Selma
Tessa Lynne Thompson,played Bianca,Creed
Tessa Lynne Thompson,played Charlotte Hale,Westworld
Bayern München,played against,Borussia Dortmund
Bayern München,won,2008 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,Fußball-Bundesliga
Bayern München,won,DFB-Pokal
Bayern München,lost to,"Internazionale, in Champions League Final"
Bayern München,played against,"Werder Bremen, in 2009-10 DFB-Pokal season"
Werder Bremen,qualified for,2010-11 UEFA Europa League third qualifying round
Bayern München,played against,"FCR 2001 Duisburg, in 2008-09 DFB-Pokal"
FCR 2001 Duisburg,defeated,"Turbine Potsdam, in 2008-09 DFB-Pokal"
Iztok Puc,played for,Borac Banja Luka
Iztok Puc,played for,Zagreb
Iztok Puc,played for,Celje
Iztok Puc,played for,Prule 67
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,represented,"Yugoslavia, at Summer Olympics"
Iztok Puc,represented,"Croatia, at Summer Olympics"
Iztok Puc,represented,"Slovenia, at Summer Olympics"
Iztok Puc,won,"bronze, with Yugoslavia, at Summer Olympics"
Iztok Puk,won,"gold, with Croatia, at Summer Olympics"
Iztok Puc,was named,"best overall player, in Slovenian handball"
Bayer Uerdingen,won,1985 DFB-Pokal Final
Bayer Uerdingen,defeated,"Bayern München, in 1985 DFB-Pokal Final"
Bayern München,lost,1985 DFB-Pokal Final
Bayern München,lost,1993 DFB-Pokal Final
Bayern München,lost,Champions League Final
Internazionale,won,Champions League Final
Bayern München,won,"domestic double, Fußball-Bundesliga and DFB-Pokal"
Bayern München,won,2007-08 DFB-Pokal
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,2008-09 DFB-Pokal
Bayern München,won,2010-11 UEFA Europa League third qualifying round
Werder Bremen,qualified for,2010-11 UEFA Europa League third qualifying round
Bayern München,played against,"Werder Bremen, in 2009-10 DFB-Pokal season"
Bayern München,won,14th DFB-Pokal title
Bayern München,won,22nd league title
Bayern München,won,15th cup title
Internazionale,won,Champions League Final
Internazionale,played against,"Bayern München, in Champions League Final"
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Bayern München,lost,Champions League Final
Bayern München,played against,"Internazionale, in Champions League Final"
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
12th Street Riot,is based on,Algiers Motel incident
John Boyega,starred in,12th Street Riot
Will Poulter,starred in,12th Street Riot
Algee Smith,starred in,12th Street Riot
Jason Mitchell,starred in,12th Street Riot
John Krasinski,starred in,12th Street Riot
Anthony Mackie,starred in,12th Street Riot
Tessa Lynne Thompson,played Jackie Cook,Veronica Mars
Tessa Lynne Thompson,played Sara Freeman,Copper
Tessa Lynne Thompson,played Nyla Adrose,For Colored Girls
Tessa Lynne Thompson,played Diane Nash,Selma
Tessa Lynne Thompson,played Bianca,Creed
Tessa Lynne Thompson,played Charlotte Hale,Westworld
Bayern München,played against,Borussia Dortmund
Bayern München,won,2008 DFB-Pokal Final
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,Fußball-Bundesliga
Bayern München,won,DFB-Pokal
Bayern München,lost to,"Internazionale, in Champions League Final"
Bayern München,played against,"Werder Bremen, in 2009-10 DFB-Pokal season"
Werder Bremen,qualified for,2010-11 UEFA Europa League third qualifying round
Bayern München,played against,"FCR 2001 Duisburg, in 2008-09 DFB-Pokal"
FCR 2001 Duisburg,defeated,"Turbine Potsdam, in 2008-09 DFB-Pokal"
Iztok Puc,played for,Borac Banja Luka
Iztok Puc,played for,Zagreb
Iztok Puc,played for,Celje
Iztok Puc,played for,Prule 67
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,won,"EHF Champions League, with Zagreb"
Iztok Puc,represented,"Yugoslavia, at Summer Olympics"
Iztok Puc,represented,"Croatia, at Summer Olympics"
Iztok Puc,represented,"Slovenia, at Summer Olympics"
Iztok Puc,won,"bronze, with Yugoslavia, at Summer Olympics"
Iztok Puc,won,"gold, with Croatia, at Summer Olympics"
Bayer Uerdingen,won,1985 DFB-Pokal Final
Bayer Uerdingen,defeated,"Bayern München, in 1985 DFB-Pokal Final"
Bayern München,lost,1985 DFB-Pokal Final
Bayern München,lost,1993 DFB-Pokal Final
Bayern München,lost,Champions League Final
Internazionale,won,Champions League Final
Bayern München,won,"domestic double, Fußball-Bundesliga and DFB-Pokal"
Bayern München,won,2007-08 DFB-Pokal
Bayern München,won,2009-10 DFB-Pokal
Bayern München,won,2008-09 DFB-Pokal
Bayern München,won,2010-11 UEFA Europa League third qualifying round
Werder Bremen,qualified for,2010-11 UEFA Europa League third qualifying round
Bayern München,played against,"Werder Bremen, in 2009-10 DFB-Pokal season"
Bayern München,won,14th DFB-Pokal title
Bayern München,won,22nd league title
Bayern München,won,15th cup title
Internazionale,won,Champions League Final
Internazionale,defeated,"Bayern München, in Champions League Final"
Iztok Puc,was named,"best overall player, in Slovenian handball"
Tessa Lynne Thompson,born,"October 3, 1983"
Iztok Puc,died,"October 20, 2011"
Iztok Puc,born,"September 14, 1966"
Bayern München,played at,"Olympiastadion, in Berlin"
Werder Bremen,played at,"Olympiastadion, in Berlin"
FCR 2001 Duisburg,played at,"Olympiastadion, in Berlin"
Turbine Potsdam,played at,"Olympiastadion, in Berlin"
Bayern München,played against,"Internazionale, in Champions League Final, at Santiago Bernabéu Stadium, in Madrid"
Internazionale,won,"Champions League Final, at Santiago Bernabéu Stadium, in Madrid"
Bayern München,lost,"Champions League Final, at Santiago Bernabéu Stadium, in Madrid"
Iztok Puc,played for,"Borac Banja Luka, in Yugoslavia"
Iztok Puc,played for,"Zagreb, in Yugoslavia"
Iztok Puc,played for,"Celje, in Yugoslavia"
Iztok Puc,played for,"Prule 67, in Yugoslavia"
Iztok Puc,played for,"Borac Banja Luka, in Croatia"
Iztok Puc,played for,"Zagreb, in Croatia"
Iztok Puc,played for,"Celje, in Croatia"
Iztok Puc,played for,"Prule 67, in Croatia"
Iztok Puc,played for,"Borac Banja Luka, in Slovenia"
Iztok Puc,played for,"Zagreb, in Slovenia"
Iztok Puc,played for,"Celje, in Slovenia"
Iztok Puc,played for,"Prule 67, in Slovenia"
Iztok Puc,won,"EHF Champions League, with Zagreb, in 1992"
Iztok Puc,won,"EHF Champions League, with Zagreb, in 1993"
Iztok Puc,won,"bronze, with Yugoslavia, in 1988"
Iztok Puc,won,"gold, with Croatia, in 1996"
Bayer Uerdingen,played against,"Bayern München, in 1985 DFB-Pokal Final"
Bayer Uerdingen,won,"1985 DFB-Pokal Final, against Bayern München"
Bayern München,lost,"1985 DFB-Pokal Final, to Bayer Uerdingen"
Bayern München,played against,"Borussia Dortmund, in 2008 DFB-Pokal Final"
Bayern München,won,"2008 DFB-Pokal Final, against Borussia Dortmund"
Bayern München,played against,"Werder Bremen, in 2009-10 DFB-Pokal season"
Bayern München,won,"2009-10 DFB-Pokal, against Werder Bremen"
Werder Bremen,qualified for,"2010-11 UEFA Europa League third qualifying round, through 2009-10 DFB-Pokal season"
Bayern München,won,"2010-11 UEFA Europa League third qualifying round, through 2009-10 DFB-Pokal season"
Iztok Puc,won,18 domestic trophies
Iztok Puc,played for,"Borac Banja Luka, for 18 domestic trophies"
Iztok Puc,played for,"Zagreb, for 18 domestic trophies"
Iztok Puc,played for,"Celje, for 18 domestic trophies"
Iztok Puc,played for,"Prule 67, for 18 domestic trophies"
Iztok Puc,won,"EHF Champions League, with Zagreb, for 18 domestic trophies"
Iztok Puc,won,"EHF Champions League, with Zagreb, for 18 domestic trophies"
Iztok Puc,won,"EHF Champions League, with Zagreb, for 18 domestic trophies"
Iztok Puc,won,"bronze, with Yugoslavia, for 18 domestic trophies"
Iztok Puc,won,"gold, with Croatia, for 18 domestic trophies"
Bayern München,won,"14th DFB-Pokal title, through 2009-10 DFB-Pokal season"
Bayern München,won,"22nd league title, through 2009-10 DFB-Pokal season"
Bayern München,won,"15th cup title, through 2009-10 DFB-Pokal season"
Internazionale,won,"Champions League Final, through 2009-10 DFB-Pokal season"
Internazionale,defeated,"Bayern München, in Champions League Final, through 2009-10 DFB-Pokal season"
Bayern München,lost,"Champions League Final, through 2009-10 DFB-Pokal season"
Iztok Puc,won,"EHF Champions League, with Zagreb, in 1992, and 1993"
"1767)
5. Charles Townshend",Proposed,Commissioners of Customs Act (1767
"1768)
7. Charles Townshend",Proposed,New York Restraining Act (1767
1767),Included in,"Townshend Acts
10. Commissioners of Customs Act (1767"
1768),Included in,"Townshend Acts
12. New York Restraining Act (1767"
IRA),Perpetrated,"Drummuckavall Ambush
23. Crossmaglen, Location of, Drummuckavall Ambush
24. County Armagh, Location of, Drummuckavall Ambush
25. Republic of Ireland, Border with, Drummuckavall Ambush
26. British Army, Involved in, Falls Curfew
27. Falls district, Location of, Falls Curfew
28. Belfast, Location of, Falls Curfew
29. Northern Ireland, Location of, Falls Curfew
30. British soldiers, Involved in, Falls Curfew
31. Irish Republican Army (IRA"
"UDR)
22. Glenanne gang",Had,Police officers from Royal Ulster Constabulary (RUC
"Multiply)
13. Gosling",produced,"Fall to Grace
14. Gosling, produced, Up All Night
15. Gosling, produced, Take Me Home
16. Gosling, remixed, Lady Gaga
17. Gosling, remixed, Timbaland
18. Gosling, remixed, Nelly Furtado
19. Gosling, remixed, Keane
20. Gosling, remixed, Keri Hilson
21. Gosling, remixed, Far East Movement
22. Gosling, runs, Sticky Studios
23. Gosling, runs, The Movement London Limited
24. Gosling, is signed to, BDi Music Limited
25. Gosling, is a member of, Music Producers Guild
26. Gosling, was nominated for, Record of the Year
27. Gosling, won, Album of the Year
28. Gosling, was nominated for, Producer of the Year
29. Chris Brown, is an American singer
30. Chris Brown, is a songwriter
31. Chris Brown, is an actor
32. Chris Brown, appeared in, Stomp the Yard
33. Chris Brown, appeared in, This Christmas
34. Chris Brown, directed, Run It!
35. Chris Brown, directed, Yo (Excuse Me Miss"
1927,Directed,Frederic Zelnik
1927,Starring,Paul Wegener
1927,Starring,Valeska Stock
1927,Starring,Hermann Picha
1927,Based on,Gerhart Hauptmann
1927,Art direction,Andrej Andrejew
Lisandro Alonso,Born in,June 1975
Lisandro Alonso,Nationality,Argentine
Lisandro Alonso,Profession,Film director
Lisandro Alonso,Film,La libertad
La libertad,Screened in,Un Certain Regard
La libertad,Screened in,Cannes Film Festival
Lisandro Alonso,Film,Jauja
Jauja,Screened in,Un Certain Regard
Jauja,Screened in,Cannes Film Festival
Jauja,Won,FIPRESCI Prize
Lisandro Alonso,Award,FIPRESCI Prize
Lisandro Alonso,Position,Film Society of Lincoln Center 2014 Filmmaker in Residence
Dick Turpin,Directed by,Victor Hanbury
Dick Turpin,Directed by,John Stafford
Dick Turpin,Starring,Victor McLaglen
Dick Turpin,Starring,Jane Carr
Dick Turpin,Starring,Frank Vosper
Dick Turpin,Starring,James Finlayson
Dick Turpin,Starring,Cecil Humphreys
Dick Turpin,Based on,Harrison Ainsworth
La Commune,Directed by,Peter Watkins
La Commune,Based on,Harrison Ainsworth
La Commune,Location,Paris
La Commune,Year,1871
Red Shirts,Directed by,Goffredo Alessandrini
Red Shirts,Directed by,Francesco Rosi
Red Shirts,Starring,Anna Magnani
Red Shirts,Starring,Raf Vallone
Red Shirts,Starring,Alain Cuny
Red Shirts,Based on,Anita Garibaldi
Jauja,Directed by,Lisandro Alonso
Jauja,Based on,Anita Garibaldi
Jauja,Based on,Giuseppe Garibaldi
Immortal Gentleman,Directed by,Widgey R. Newman
Immortal Gentleman,Starring,Basil Gill
Immortal Gentleman,Starring,Rosalinde Fuller
Immortal Gentleman,Starring,Dennis Hoey
Immortal Gentleman,Won,FIPRESCI Prize
Cycas,Type genus,Cycadaceae
Cycas,Species,Cycas circinalis
Cycas circinalis,Endemic to,India
Cycas circinalis,Type of,Cycas
Cycas,Species,Cycas revoluta
Cycas revoluta,Native to,Japan
Cycas revoluta,Native to,Ryukyu Islands
Typhonium mirabile,Species of,Araceae
Typhonium mirabile,Found in,Australia
Typhonium mirabile,Found in,Eucalyptus woodlands
Typhonium mirabile,Found in,Cycas plants
Typhonium mirabile,Described by,Alistair Hay
Lazarum mirabile,Transferred to,Typhonium
Lazarum mirabile,Described by,Alistair Hay
Cycas revoluta,Transferred to,Typhonium
Cycas revoluta,Native to,Japan
Cycas revoluta,Native to,Ryukyu Islands
Cycas revoluta,Used for,Sago production
Cycas revoluta,Used for,Ornamental plant
Carludovica,Genus in,Cyclanthaceae
Carludovica,Native to,Tropical America
Carludovica,Native to,Mexico
Carludovica,Native to,Guatemala
Carludovica,Native to,Ecuador
Carludovica,Native to,Bolivia
Carludovica,Named after,Charles IV of Spain
Carludovica,Named after,Maria Luisa of Parma
Cycas inermis Lour.,Vascular plant,Cycadaceae
Cycas inermis Lour.,Endemic to,Vietnam
Cycas inermis Lour.,Name in Vietnamese, 
Akshay Kumar,Actor,Holiday: A Soldier Is Never Off Duty
Akshay Kumar,Actor,Main Khiladi Tu Anari
Akshay Kumar,Actor,Jaan-E-Mann
Saif Ali Khan,Actor,Holiday: A Soldier Is Never Off Duty
Saif Ali Khan,Actor,Main Khiladi Tu Anari
A. R. Murugadoss,Director,Holiday: A Soldier Is Never Off Duty
A. R. Murugadoss,Director,Thuppakki
Vipul Shah,Producer,Holiday: A Soldier Is Never Off Duty
Farhad,Actor,Holiday: A Soldier Is Never Off Duty
Govinda,Actor,Holiday: A Soldier Is Never Off Duty
Sonakshi Sinha,Actor,Holiday: A Soldier Is Never Off Duty
Shirish Kunder,Director,Jaan-E-Mann
Sajid Nadiawala,Producer,Jaan-E-Mann
Salman Khan,Actor,Jaan-E-Mann
Salman Khan,Actor,Mujhse Shaadi Karogi
Akshay Kumar,Actor,Mujhse Shaadi Karogi
Akshay Kumar,Actor,Barsaat
Bobby Deol,Actor,Barsaat
Bobby Deol,Actor,Barsaat (2005 film
Twinkle Khanna,Actor,Barsaat
Rajesh Khanna,Father,Twinkle Khanna
Dharmendra,Father,Bobby Deol
Rajkumar Santoshi,Director,Barsaat
Shirish Kunder,Editor,Jaan-E-Mann
Shirish Kunder,Writer,Jaan-E-Mann
Shirish Kunder,Director,Jaan-E-Mann
Sajid Nadiawala,Producer,Jaan-E-Mann
Akshay Kumar,Actor,Filmfare Award for Best Actor
Filmfare Awards,Award,Akshay Kumar
Huddersfield Town,Team,2010-11
Huddersfield Town,Team,Football League Championship
Millwall,Team,Huddersfield Town
Millwall,Team,2010-11
Millwall,Team,Football League Championship
Peterborough United,Team,Huddersfield Town
Peterborough United,Team,2010-11
Peterborough United,Team,Football League Championship
Old Trafford,Location,Huddersfield Town
Lydney,Team,2004-05 National Division Three South
Lydney,Team,National Division Two
Havant,Team,2004-05 National Division Three South
Havant,Team,London Division 1
Hertford,Team,2004-05 National Division Three South
Hertford,Team,London Division 1
Reading,Team,2004-05 National Division Three South
Reading,Team,South West Division 1
Huddersfield,Team,2008-09 National Division Three North
Huddersfield,Team,National League 2 North
Halifax,Team,2008-09 National Division Three North
Halifax,Team,National League 2 North
Nuneaton,Team,2008-09 National Division Three North
Nuneaton,Team,National League 2 North
Loughborough Students,Team,2008-09 National Division Three North
Loughborough Students,Team,Midlands Division 1
Kendal,Team,2008-09 National Division Three North
Kendal,Team,National League 2 North
Huddersfield Town,Team,2010-11
Huddersfield Town,Team,League One
Millwall,Team,2010-11
Millwall,Team,League One
Peterborough United,Team,2010-11
Peterborough United,Team,League One
Old Trafford,Location,Huddersfield Town
Old Trafford,Location,Peterborough United
North Division 1,Location of,Halifax
North Division 1,Location of,Nuneaton
North Division 1,Location of,Kendal
North Division 1,Location of,Huddersfield
North Division 1,Location of,Cleckheaton
North Division 1,Location of,Bradford & Bingley
National League 2 North,Successor of,North Division 1
RFU,Organizer of,National League 2 North
Halifax,Relegated from,2007–08 National Division Two
Nuneaton,Relegated from,2007–08 National Division Two
Loughborough Students,Promoted from,Midlands Division 1
Kendal,Promoted from,North Division 1
Huddersfield,Promoted from,North Division 1
Rugby Lions,Transferred to,2008–09 National Division Three South
2008–09 National Division Three South,Location of,Rugby Lions
National League 2 North,Promotion to,National League 1
National League 2 North,No promotion playoff with,National Division Three South
Barking,Relegated from,2006–07 National Division Two
London Scottish,Promoted from,London Division 1
Ealing,Promoted from,London Division 1
Mounts Bay,Promoted from,South West Division 1
Luton,Promoted from,Midlands Division 1
National Division Three North,No promotion to,National Division Two
National Division Three North,Promotion playoff with,National Division Three South
Huddersfield Town Association Football Club,Location of,Huddersfield
Huddersfield Town Association Football Club,Competes in,Premier League
Huddersfield Town Development Squad,Reserve team of,Huddersfield Town
Huddersfield Town Development Squad,Competes in,Professional Development League 2 Northern Division
Huddersfield Town Development Squad,Finished 1st in,2013-14 season
Huddersfield Town Development Squad,Lost to,Queens Park Rangers
Queens Park Rangers,Defeated,Huddersfield Town Development Squad
Rugby Lions,Relegated from,2003–04 National Division Two
Bedford Athletic,Promoted from,Midlands Division 1
Bradford & Bingley,Promoted from,North Division 1
Cleckheaton,Promoted from,North Division 1
Rugby Lions,Location of,North Division 1
Bedford Athletic,Location of,Midlands Division 1
Bradford & Bingley,Location of,North Division 1
Cleckheaton,Location of,North Division 1
National Division Three North,Introduction of new points system,2004–05 season
National Division Three North,Champions promoted to,National Division Two
National Division Three North,Runners up playoff with,National Division Three South
"indoor)
26. Shalane Flanagan",American record holder,5000 m (indoor
"UCLA) track and field team
64. Mebrahtom ""Meb"" Keflezighi",member of,"University of California, Los Angeles (UCLA"
"indoor)
94. Evan Reese Jager",American record holder,"3000 m steeplechase
95. Jerry Schumacher, coach of, NCAA championships
96. Jerry Schumacher, coach of, NCAA track and field team
97. Evan Reese Jager, member of, NCAA championships
98. Jared Ward, member of, NCAA championships
99. Shalane Flanagan, member of, NCAA championships
100. Mebrahtom ""Meb"" Keflezighi, member of, NCAA championships
101. Jared Ward, American, long distance runner
102. Mebrahtom ""Meb"" Keflezighi, American, long distance runner
103. Shalane Flanagan, American, long distance runner
104. Evan Reese Jager, American, distance runner
105. Melody Fairchild, American, long distance runner
106. Max Edwin Truex, American, long distance runner
107. Jerry Schumacher, American, coach
108. Jerry Schumacher, coach of, University of California, Los Angeles (UCLA"
"UCLA) track and field team
117. Evan Reese Jager",member of,"University of Wisconsin–Madison track and field team
118. Mebrahtom ""Meb"" Keflezighi, member of, University of California, Los Angeles (UCLA"
Kick,based in,Los Angeles
Kick,member,Japanese
Kick,member,American
Kick,published work,The Fast and the Furious
Kick,published work,PlayStation 2
Kick,published work,PlayStation Portable
Kick,developed by,Sony
Lemon Drop Kick,based in,Los Angeles
Lemon Drop Kick,member,Japanese
Lemon Drop Kick,member,American
Lemon Drop Kick,published work,The Fast and the Furious
Lemon Drop Kick,published work,PlayStation 2
Lemon Drop Kick,published work,PlayStation Portable
Lemon Drop Kick,developed by,Sony
Lemon Drop Kick,song,11:40
Lemon Drop Kick,soundtrack,Into the Sun
Doctor Who Adventures,based on,Doctor Who
Doctor Who Adventures,published by,Immediate Media Company
Doctor Who Adventures,published by,Panini Comics
Doctor Who Adventures,aimed at,6-13 year olds
Doctor Who Adventures,published every fortnight,2008
Doctor Who Adventures,published weekly,2008
Doctor Who Adventures,published every fortnight,May 2013
Doctor Who Adventures,published monthly,2014
Doctor Who Adventures,published bi-monthly,2016
Doctor Who Adventures,paused,June 2017
Hunan Broadcasting System,formerly known as,Golden Eagle Broadcasting System
Hunan Broadcasting System,owned by,Hunan provincial government
Hunan Broadcasting System,based in,Changsha
Hunan Broadcasting System,based in,Qinghai
Hunan Broadcasting System,expanded to,"North America, May 2009"
Hunan Broadcasting System,expanded to,"North America, May 2009"
Narrative Television Network,founded by,Jim Stovall
Narrative Television Network,makes accessible,movies
Narrative Television Network,makes accessible,television shows
Narrative Television Network,makes accessible,educational programming
